Date,Fighter 1,Fighter 2,Result,Split Dec?
02/9/2023,Benoit Saint Denis,Thiago Moises,1,0
02/9/2023,Volkan Oezdemir,Bogdan Guskov,1,0
02/9/2023,William Gomis,Yanis Ghemmouri,1,0
02/9/2023,Morgan Charriere,Manolo Zecchini,1,0
02/9/2023,Taylor Lapilus,Caolan Loughran,1,0
02/9/2023,Ange Loosa,Rhys McKee,1,0
02/9/2023,Nora Cornolle,Joselyne Edwards,1,0
02/9/2023,Farid Basharat,Kleydson Rodrigues,1,0
02/9/2023,Zarah Fairn,Jacqueline Cavalcanti,2,0
09/9/2023,Israel Adesanya,Sean Strickland,2,0
09/9/2023,Tai Tuivasa,Alexander Volkov,2,0
09/9/2023,Manel Kape,Felipe dos Santos,1,0
09/9/2023,Justin Tafa,Austen Lane,1,0
09/9/2023,Tyson Pedro,Anton Turkalj,1,0
09/9/2023,Carlos Ulberg,Da Woon Jung,1,0
09/9/2023,Jack Jenkins,Chepe Mariscal,2,0
09/9/2023,Jamie Mullarkey,John Makdessi,1,0
09/9/2023,Nasrat Haqparast,Landon Quinones,1,0
09/9/2023,Blood Diamond,Charles Radtke,2,0
09/9/2023,Shane Young,Gabriel Miranda,2,0
09/9/2023,Kevin Jousset,Kiefer Crosbie,1,0
16/9/2023,Alexa Grasso,Valentina Shevchenko,3,1
16/9/2023,Kevin Holland,Jack Della Maddalena,2,1
16/9/2023,Raul Rosas Jr.,Terrence Mitchell,1,0
16/9/2023,Daniel Zellhuber,Christos Giagos,1,0
16/9/2023,Fernando Padilla,Kyle Nelson,2,0
16/9/2023,Loopy Godinez,Elise Reed,1,0
16/9/2023,Roman Kopylov,Josh Fremd,1,0
16/9/2023,Edgar Chairez,Daniel Lacerda,1,1
16/9/2023,Tracy Cortez,Jasmine Jasudavicius,1,0
16/9/2023,Alex Reyes,Charlie Campbell,2,0
16/9/2023,Josefine Knutsson,Marnic Mann,1,0
23/9/2023,Rafael Fiziev,Mateusz Gamrot,2,0
23/9/2023,Bryce Mitchell,Dan Ige,1,0
23/9/2023,Marina Rodriguez,Michelle Waterson-Gomez,1,0
23/9/2023,Bryan Battle,AJ Fletcher,1,0
23/9/2023,Ricardo Ramos,Charles Jourdain,2,0
23/9/2023,Dan Argueta,Miles Johns,2,1
23/9/2023,Tim Means,Andre Fialho,1,0
23/9/2023,Jacob Malkoun,Cody Brundage,2,0
23/9/2023,Mohammed Usman,Jake Collier,1,0
23/9/2023,Mizuki,Hannah Goldy,1,0
23/9/2023,Tamires Vidal,Montse Rendon,2,1
07/10/2023,Grant Dawson,King Green,2,0
07/10/2023,Joe Pyfer,Abdul Razak Alhassan,1,0
07/10/2023,Alex Morono,Joaquin Buckley,2,0
07/10/2023,Drew Dober,Ricky Glenn,1,0
07/10/2023,Alexander Hernandez,Bill Algeo,2,0
07/10/2023,Karolina Kowalkiewicz,Diana Belbita,1,0
07/10/2023,Nate Maness,Mateus Mendonca,1,0
07/10/2023,Vanessa Demopoulos,Kanako Murata,1,0
07/10/2023,Aoriqileng,Johnny Munoz,1,0
07/10/2023,Montana De La Rosa,JJ Aldrich,2,0
14/10/2023,Sodiq Yusuff,Edson Barboza,2,0
14/10/2023,Jennifer Maia,Viviane Araujo,2,0
14/10/2023,Jonathan Martinez,Adrian Yanez,1,0
14/10/2023,Andre Petroski,Michel Pereira,2,0
14/10/2023,Christian Rodriguez,Cameron Saaiman,1,0
14/10/2023,Darren Elkins,TJ Brown,1,0
14/10/2023,Tainara Lisboa,Ravena Oliveira,1,0
14/10/2023,Terrance McKinney,Brendon Marotte,1,0
14/10/2023,Irina Alekseeva,Melissa Mullins,2,0
14/10/2023,Chris Gutierrez,Alatengheili,1,0
14/10/2023,Ashley Yoder,Emily Ducote,2,0
21/10/2023,Islam Makhachev,Alexander Volkanovski,1,0
21/10/2023,Kamaru Usman,Khamzat Chimaev,2,0
21/10/2023,Magomed Ankalaev,Johnny Walker,2,1
21/10/2023,Ikram Aliskerov,Warlley Alves,1,0
21/10/2023,Said Nurmagomedov,Muin Gafurov,1,0
21/10/2023,Tim Elliott,Muhammad Mokaev,2,0
21/10/2023,Mohammad Yahya,Trevor Peek,2,0
21/10/2023,Javid Basharat,Victor Henry,2,1
21/10/2023,Abu Azaitar,Sedriques Dumas,2,0
21/10/2023,Mike Breeden,Anshul Jubli,1,0
21/10/2023,Nathaniel Wood,Muhammad Naimov,2,0
21/10/2023,Viktoriia Dudakova,Jinh Yu Frey,1,0
21/10/2023,Shara Magomedov,Bruno Silva,1,0
04/11/2023,Jailton Almeida,Derrick Lewis,1,0
04/11/2023,Gabriel Bonfim,Nicolas Dalby,2,0
04/11/2023,Rodrigo Nascimento,Don'Tale Mayes,1,0
04/11/2023,Caio Borralho,Abus Magomedov,1,0
04/11/2023,Elves Brener,Kaynan Kruschewsky,1,0
04/11/2023,Rinat Fakhretdinov,Elizeu Zaleski dos Santos,3,1
04/11/2023,Vitor Petrino,Modestas Bukauskas,1,0
04/11/2023,Angela Hill,Denise Gomes,1,0
04/11/2023,Eduarda Moura,Montserrat Conejo Ruiz,1,0
04/11/2023,Kaue Fernandes,Marc Diakiese,2,1
11/11/2023,Jiri Prochazka,Alex Pereira,2,0
11/11/2023,Sergei Pavlovich,Tom Aspinall,2,0
11/11/2023,Jessica Andrade,Mackenzie Dern,1,0
11/11/2023,Matt Frevola,Benoit Saint Denis,2,0
11/11/2023,Diego Lopes,Pat Sabatini,1,0
11/11/2023,Steve Erceg,Alessandro Costa,1,0
11/11/2023,Tabatha Ricci,Loopy Godinez,2,1
11/11/2023,Mateusz Rebecki,Roosevelt Roberts,1,0
11/11/2023,Nazim Sadykhov,Viacheslav Borshchev,3,1
11/11/2023,Jared Gordon,Mark Madsen,1,0
11/11/2023,John Castaneda,Kyung Ho Kang,1,0
11/11/2023,Joshua Van,Kevin Borjas,1,0
11/11/2023,Dennis Buzukja,Jamall Emmers,2,0
18/11/2023,Brendan Allen,Paul Craig,1,0
18/11/2023,Michael Morales,Jake Matthews,1,0
18/11/2023,Chase Hooper,Jordan Leavitt,1,0
18/11/2023,Payton Talbott,Nick Aguirre,1,0
18/11/2023,Luana Pinheiro,Amanda Ribas,2,0
18/11/2023,Uros Medic,Myktybek Orolbai,2,0
18/11/2023,Jonathan Pearce,Joanderson Brito,2,0
18/11/2023,Chad Anheliger,Jose Johnson,2,0
18/11/2023,Christian Leroy Duncan,Denis Tiuliulin,1,0
18/11/2023,Mick Parkin,Caio Machado,1,0
18/11/2023,Jeka Saragih,Lucas Alexander,1,0
18/11/2023,Lucie Pudilova,Ailin Perez,2,0
18/11/2023,Trey Ogden,Nikolas Motta,2,1
18/11/2023,Charles Johnson,Rafael Estevam,2,0
02/12/2023,Beneil Dariush,Arman Tsarukyan,2,0
02/12/2023,Jalin Turner,King Green,1,0
02/12/2023,Rob Font,Deiveson Figueiredo,2,0
02/12/2023,Sean Brady,Kelvin Gastelum,1,0
02/12/2023,Clay Guida,Joaquim Silva,2,0
02/12/2023,Punahele Soriano,Dustin Stoltzfus,2,0
02/12/2023,Miesha Tate,Julia Avila,1,0
02/12/2023,Zach Reese,Cody Brundage,2,0
02/12/2023,Drakkar Klose,Joe Solecki,1,0
02/12/2023,Rodolfo Bellato,Ihor Potieria,1,0
02/12/2023,Wellington Turman,Jared Gooden,2,0
02/12/2023,Veronica Hardy,Jamey-Lyn Horth,1,1
09/12/2023,Song Yadong,Chris Gutierrez,1,0
09/12/2023,Anthony Smith,Khalil Rountree Jr.,2,0
09/12/2023,Nasrat Haqparast,Jamie Mullarkey,1,0
09/12/2023,Tim Elliott,Sumudaerji,1,0
09/12/2023,JunYong Park,Andre Muniz,2,1
09/12/2023,Song Kenan,Kevin Jousset,2,0
09/12/2023,HyunSung Park,Shannon Ross,1,0
09/12/2023,Steve Garcia,Melquizael Costa,1,0
09/12/2023,Luana Santos,Stephanie Egger,1,0
09/12/2023,Tatsuro Taira,Carlos Hernandez,1,0
09/12/2023,Rayanne dos Santos,Talita Alencar,2,1
16/12/2023,Leon Edwards,Colby Covington,1,0
16/12/2023,Alexandre Pantoja,Brandon Royval,1,0
16/12/2023,Shavkat Rakhmonov,Stephen Thompson,1,0
16/12/2023,Tony Ferguson,Paddy Pimblett,2,0
16/12/2023,Josh Emmett,Bryce Mitchell,1,0
16/12/2023,Alonzo Menifield,Dustin Jacoby,1,0
16/12/2023,Irene Aldana,Karol Rosa,1,0
16/12/2023,Cody Garbrandt,Brian Kelleher,1,0
16/12/2023,Casey O'Neill,Ariane da Silva,2,0
16/12/2023,Tagir Ulanbekov,Cody Durden,1,0
16/12/2023,Andre Fili,Lucas Almeida,1,0
16/12/2023,Martin Buday,Shamil Gaziev,2,0
13/1/2024,Magomed Ankalaev,Johnny Walker,1,0
13/1/2024,Jim Miller,Gabriel Benitez,1,0
13/1/2024,Ricky Simon,Mario Bautista,2,0
13/1/2024,Phil Hawes,Brunno Ferreira,2,0
13/1/2024,Andrei Arlovski,Waldo Cortes Acosta,2,0
13/1/2024,Matthew Semelsberger,Preston Parsons,2,0
13/1/2024,Marcus McGhee,Gaston Bolanos,1,0
13/1/2024,Farid Basharat,Taylor Lapilus,1,0
13/1/2024,Westin Wilson,Jean Silva,2,0
13/1/2024,Nikolas Motta,Tom Nolan,1,0
13/1/2024,Joshua Van,Felipe Bunes,1,0
20/1/2024,Sean Strickland,Dricus Du Plessis,2,1
20/1/2024,Raquel Pennington,Mayra Bueno Silva,1,0
20/1/2024,Neil Magny,Mike Malott,1,0
20/1/2024,Chris Curtis,Marc-Andre Barriault,1,1
20/1/2024,Arnold Allen,Movsar Evloev,2,0
20/1/2024,Brad Katona,Garrett Armfield,2,0
20/1/2024,Charles Jourdain,Sean Woodson,2,1
20/1/2024,Serhiy Sidey,Ramon Taveras,2,1
20/1/2024,Gillian Robertson,Polyana Viana,1,0
20/1/2024,Yohan Lainesse,Sam Patterson,2,0
20/1/2024,Jasmine Jasudavicius,Priscila Cachoeira,1,0
20/1/2024,Malcolm Gordon,Jimmy Flick,2,0
03/2/2024,Roman Dolidze,Nassourdine Imavov,2,0
03/2/2024,Renato Moicano,Drew Dober,1,0
03/2/2024,Randy Brown,Muslim Salikhov,1,0
03/2/2024,Viviane Araujo,Natalia Silva,2,0
03/2/2024,Aliaskhab Khizriev,Makhmud Muradov,2,1
03/2/2024,Gilbert Urbina,Charles Radtke,2,0
03/2/2024,Molly McCann,Diana Belbita,1,0
03/2/2024,Azat Maksum,Charles Johnson,2,0
03/2/2024,Themba Gorimbo,Pete Rodriguez,1,0
03/2/2024,JeongYeong Lee,Blake Bilder,1,0
03/2/2024,Luana Carolina,Julija Stoliarenko,1,0
03/2/2024,Landon Quinones,MarQuel Mederos,2,0
03/2/2024,Thomas Petersen,Jamal Pogues,2,0
10/2/2024,Jack Hermansson,Joe Pyfer,1,0
10/2/2024,Dan Ige,Andre Fili,1,0
10/2/2024,Robert Bryczek,Ihor Potieria,2,0
10/2/2024,Brad Tavares,Gregory Rodrigues,2,0
10/2/2024,Michael Johnson,Darrius Flowers,1,0
10/2/2024,Rodolfo Vieira,Armen Petrosyan,1,0
10/2/2024,Trevin Giles,Carlos Prates,2,0
10/2/2024,Bolaji Oki,Timmy Cuamba,1,1
10/2/2024,Loma Lookboonmee,Bruna Brasil,1,0
10/2/2024,Devin Clark,Marcin Prachnio,2,0
10/2/2024,Max Griffin,Jeremiah Wells,1,1
10/2/2024,Zac Pauga,Bogdan Guskov,2,0
10/2/2024,Fernie Garcia,Hyder Amil,2,0
10/2/2024,Daniel Marcos,Aoriqileng,2,1
17/2/2024,Alexander Volkanovski,Ilia Topuria,2,0
17/2/2024,Robert Whittaker,Paulo Costa,1,0
17/2/2024,Geoff Neal,Ian Machado Garry,2,1
17/2/2024,Merab Dvalishvili,Henry Cejudo,1,0
17/2/2024,Anthony Hernandez,Roman Kopylov,1,0
17/2/2024,Amanda Lemos,Mackenzie Dern,1,0
17/2/2024,Marcos Rogerio de Lima,Junior Tafa,1,0
17/2/2024,Rinya Nakamura,Carlos Vera,1,0
17/2/2024,Zhang Mingyang,Brendson Ribeiro,1,0
17/2/2024,Josh Quinlan,Danny Barlow,2,0
17/2/2024,Oban Elliott,Val Woodburn,1,0
17/2/2024,Andrea Lee,Miranda Maverick,2,0
24/2/2024,Brandon Moreno,Brandon Royval,2,1
24/2/2024,Yair Rodriguez,Brian Ortega,2,0
24/2/2024,Daniel Zellhuber,Francisco Prado,1,0
24/2/2024,Yazmin Jauregui,Sam Hughes,1,0
24/2/2024,Manuel Torres,Chris Duncan,1,0
24/2/2024,Cristian Quinonez,Raoni Barcelos,2,0
24/2/2024,Jesus Aguilar,Mateus Mendonca,1,1
24/2/2024,Edgar Chairez,Daniel Lacerda,1,0
24/2/2024,Claudio Puelles,Fares Ziam,2,1
24/2/2024,Ronaldo Rodriguez,Denys Bondar,1,0
24/2/2024,Victor Altamirano,Felipe dos Santos,2,1
24/2/2024,Erik Silva,Muhammad Naimov,2,0
02/3/2024,Jairzinho Rozenstruik,Shamil Gaziev,1,0
02/3/2024,Vitor Petrino,Tyson Pedro,1,0
02/3/2024,Alex Perez,Muhammad Mokaev,2,0
02/3/2024,Umar Nurmagomedov,Bekzat Almakhan,1,0
02/3/2024,Matt Schnell,Steve Erceg,2,0
02/3/2024,Eryk Anders,Jamie Pickett,1,0
02/3/2024,Vinicius Oliveira,Benardo Sopaj,1,0
02/3/2024,Aiemann Zahabi,Javid Basharat,1,0
02/3/2024,Christian Leroy Duncan,Claudio Ribeiro,1,0
02/3/2024,Ludovit Klein,AJ Cunningham,1,0
02/3/2024,Abdul-Kareem Al-Selwady,Loik Radzhabov,2,0
09/3/2024,Sean O'Malley,Marlon Vera,1,0
09/3/2024,Dustin Poirier,Benoit Saint Denis,1,0
09/3/2024,Kevin Holland,Michael Page,2,0
09/3/2024,Gilbert Burns,Jack Della Maddalena,2,0
09/3/2024,Petr Yan,Song Yadong,1,0
09/3/2024,Curtis Blaydes,Jailton Almeida,1,0
09/3/2024,Katlyn Cerminara,Maycee Barber,2,0
09/3/2024,Mateusz Gamrot,Rafael Dos Anjos,1,0
09/3/2024,Pedro Munhoz,Kyler Phillips,2,0
09/3/2024,Ion Cutelaba,Philipe Lins,2,0
09/3/2024,Michel Pereira,Michal Oleksiejczuk,1,0
09/3/2024,Robelis Despaigne,Josh Parisian,1,0
09/3/2024,CJ Vergara,Asu Almabayev,2,0
09/3/2024,Joanne Wood,Maryna Moroz,1,1
16/3/2024,Tai Tuivasa,Marcin Tybura,2,0
16/3/2024,Bryan Battle,Ange Loosa,2,1
16/3/2024,Ovince Saint Preux,Kennedy Nzechukwu,1,1
16/3/2024,Christian Rodriguez,Isaac Dulgarian,1,1
16/3/2024,Pannie Kianzad,Macy Chiasson,2,0
16/3/2024,Gerald Meerschaert,Bryan Barberena,1,0
16/3/2024,Natan Levy,Mike Davis,2,0
16/3/2024,Josiane Nunes,Chelsea Chandler,2,0
16/3/2024,Jafel Filho,Ode Osbourne,1,0
16/3/2024,Josh Culibao,Danny Silva,2,1
16/3/2024,Jaqueline Amorim,Cory McKenna,1,0
16/3/2024,Thiago Moises,Mitch Ramirez,1,0
16/3/2024,Charalampos Grigoriou,Chad Anheliger,2,0
23/3/2024,Amanda Ribas,Rose Namajunas,2,0
23/3/2024,Karl Williams,Justin Tafa,1,0
23/3/2024,Edmen Shahbazyan,AJ Dobson,1,0
23/3/2024,Payton Talbott,Cameron Saaiman,1,0
23/3/2024,Billy Quarantillo,Youssef Zalal,2,0
23/3/2024,Fernando Padilla,Luis Pajuelo,1,0
23/3/2024,Kurt Holobaugh,Trey Ogden,2,0
23/3/2024,Ricardo Ramos,Julian Erosa,2,0
23/3/2024,Miles Johns,Cody Gibson,1,0
23/3/2024,Jarno Errens,Steven Nguyen,1,0
23/3/2024,Montse Rendon,Daria Zhelezniakova,2,0
23/3/2024,Igor Severino,Andre Lima,2,0
23/3/2024,Mohammed Usman,Mick Parkin,2,0
30/3/2024,Erin Blanchfield,Manon Fiorot,2,0
30/3/2024,Vicente Luque,Joaquin Buckley,2,0
30/3/2024,Chris Weidman,Bruno Silva,1,0
30/3/2024,Nursulton Ruziboev,Sedriques Dumas,1,0
30/3/2024,Bill Algeo,Kyle Nelson,2,0
30/3/2024,Chidi Njokuani,Rhys McKee,1,1
30/3/2024,Nate Landwehr,Jamall Emmers,1,0
30/3/2024,Virna Jandiroba,Loopy Godinez,1,0
30/3/2024,Julio Arce,Herbert Burns,1,0
30/3/2024,Dennis Buzukja,Connor Matthews,1,0
30/3/2024,Ibo Aslan,Anton Turkalj,1,0
30/3/2024,Andre Petroski,Jacob Malkoun,2,0
30/3/2024,Angel Pacheco,Caolan Loughran,2,0
06/4/2024,Brendan Allen,Chris Curtis,1,1
06/4/2024,Alexander Hernandez,Damon Jackson,2,1
06/4/2024,Morgan Charriere,Chepe Mariscal,2,1
06/4/2024,Ignacio Bahamondes,Christos Giagos,1,0
06/4/2024,Trevor Peek,Charlie Campbell,2,0
06/4/2024,Court McGee,Alex Morono,2,0
06/4/2024,Valter Walker,Lukasz Brzeski,2,0
06/4/2024,Norma Dumont,Germaine de Randamie,1,0
06/4/2024,Pedro Falcao,Victor Hugo,2,0
06/4/2024,Dan Argueta,Jean Matsumoto,2,0
06/4/2024,Dylan Budka,Cesar Almeida,2,0
06/4/2024,Melissa Mullins,Nora Cornolle,2,0
13/4/2024,Alex Pereira,Jamahal Hill,1,0
13/4/2024,Zhang Weili,Yan Xiaonan,1,0
13/4/2024,Justin Gaethje,Max Holloway,2,0
13/4/2024,Charles Oliveira,Arman Tsarukyan,2,1
13/4/2024,Bo Nickal,Cody Brundage,1,0
13/4/2024,Jiri Prochazka,Aleksandar Rakic,1,0
13/4/2024,Calvin Kattar,Aljamain Sterling,2,0
13/4/2024,Holly Holm,Kayla Harrison,2,0
13/4/2024,Sodiq Yusuff,Diego Lopes,2,0
13/4/2024,Jalin Turner,Renato Moicano,2,0
13/4/2024,Jessica Andrade,Marina Rodriguez,1,1
13/4/2024,King Green,Jim Miller,1,0
13/4/2024,Deiveson Figueiredo,Cody Garbrandt,1,0
27/4/2024,Matheus Nicolau,Alex Perez,2,0
27/4/2024,Ryan Spann,Bogdan Guskov,2,0
27/4/2024,Ariane da Silva,Karine Silva,2,0
27/4/2024,Austen Lane,Jhonata Diniz,2,0
27/4/2024,Jonathan Pearce,David Onama,2,0
27/4/2024,Tim Means,Uros Medic,2,0
27/4/2024,Rani Yahya,Victor Henry,2,0
27/4/2024,Austin Hubbard,Michal Figlak,1,0
27/4/2024,Don'Tale Mayes,Caio Machado,1,0
27/4/2024,Marnic Mann,Ketlen Souza,2,0
27/4/2024,James Llontop,Chris Padilla,2,0
27/4/2024,Ivana Petrovic,Liang Na,1,0
27/4/2024,Gabriel Benitez,Maheshate,2,1
04/5/2024,Alexandre Pantoja,Steve Erceg,1,0
04/5/2024,Jose Aldo,Jonathan Martinez,1,0
04/5/2024,Anthony Smith,Vitor Petrino,1,0
04/5/2024,Michel Pereira,Ihor Potieria,1,0
04/5/2024,Paul Craig,Caio Borralho,2,0
04/5/2024,Jack Shore,Joanderson Brito,2,0
04/5/2024,Karolina Kowalkiewicz,Iasmin Lucindo,2,0
04/5/2024,Elves Brener,Myktybek Orolbai,2,0
04/5/2024,Joaquim Silva,Drakkar Klose,2,0
04/5/2024,Mauricio Ruffy,Jamie Mullarkey,1,0
04/5/2024,Dione Barbosa,Ernesta Kareckaite,1,0
04/5/2024,Ismael Bonfim,Vinc Pichel,1,0
04/5/2024,Alessandro Costa,Kevin Borjas,1,0
11/5/2024,Derrick Lewis,Rodrigo Nascimento,1,0
11/5/2024,Joaquin Buckley,Nursulton Ruziboev,1,0
11/5/2024,Alonzo Menifield,Carlos Ulberg,2,0
11/5/2024,Diego Ferreira,Mateusz Rebecki,1,0
11/5/2024,Alex Caceres,Sean Woodson,2,0
11/5/2024,Waldo Cortes Acosta,Robelis Despaigne,1,0
11/5/2024,Chase Hooper,Viacheslav Borshchev,1,0
11/5/2024,Terrance McKinney,Esteban Ribovics,2,0
11/5/2024,Tabatha Ricci,Tecia Pennington,1,1
11/5/2024,Billy Ray Goff,Trey Waters,2,0
11/5/2024,Charles Johnson,Jake Hadley,1,0
11/5/2024,JJ Aldrich,Veronica Hardy,2,0
18/5/2024,Edson Barboza,Lerone Murphy,2,0
18/5/2024,Khaos Williams,Carlston Harris,1,0
18/5/2024,Themba Gorimbo,Ramiz Brahimaj,1,0
18/5/2024,Adrian Yanez,Vinicius Salvador,1,0
18/5/2024,Luana Pinheiro,Angela Hill,2,0
18/5/2024,Victor Martinez,Tom Nolan,2,0
18/5/2024,Oumar Sy,Tuco Tokkos,1,0
18/5/2024,Tamires Vidal,Melissa Gatto,2,0
18/5/2024,Abus Magomedov,Warlley Alves,1,0
18/5/2024,Piera Rodriguez,Ariane Carnelossi,2,0
18/5/2024,Alatengheili,Kleydson Rodrigues,1,0
18/5/2024,Vanessa Demopoulos,Emily Ducote,1,1
01/6/2024,Islam Makhachev,Dustin Poirier,1,0
01/6/2024,Sean Strickland,Paulo Costa,1,1
01/6/2024,Kevin Holland,Michal Oleksiejczuk,1,0
01/6/2024,Niko Price,Alex Morono,1,0
01/6/2024,Randy Brown,Elizeu Zaleski dos Santos,1,0
01/6/2024,Cesar Almeida,Roman Kopylov,2,1
01/6/2024,Jailton Almeida,Alexandr Romanov,1,0
01/6/2024,Grant Dawson,Joe Solecki,1,0
01/6/2024,Phil Rowe,Jake Matthews,2,0
01/6/2024,Mickey Gall,Bassil Hafez,2,0
01/6/2024,Ailin Perez,Joselyne Edwards,1,0
01/6/2024,Mitch Raposo,Andre Lima,2,1
08/6/2024,Jared Cannonier,Nassourdine Imavov,2,0
08/6/2024,Dominick Reyes,Dustin Jacoby,1,0
08/6/2024,Raul Rosas Jr.,Ricky Turcios,1,0
08/6/2024,Brunno Ferreira,Dustin Stoltzfus,1,0
08/6/2024,Julian Marquez,Zach Reese,2,0
08/6/2024,Miguel Baeza,Punahele Soriano,2,0
08/6/2024,Thiago Moises,Ludovit Klein,2,0
08/6/2024,Charles Radtke,Carlos Prates,2,0
08/6/2024,Brad Katona,Jesse Butler,1,0
08/6/2024,Andrea Lee,Montana De La Rosa,2,1
08/6/2024,John Castaneda,Daniel Marcos,2,0
08/6/2024,Eduarda Moura,Denise Gomes,2,1
08/6/2024,Cody Stamann,Taylor Lapilus,2,0
08/6/2024,Rayanne dos Santos,Puja Tomar,2,1
15/6/2024,Alex Perez,Tatsuro Taira,2,0
15/6/2024,Douglas Silva de Andrade,Miles Johns,2,0
15/6/2024,Timmy Cuamba,Lucas Almeida,2,0
15/6/2024,Brady Hiestand,Garrett Armfield,1,0
15/6/2024,Asu Almabayev,Jose Johnson,1,0
15/6/2024,Josh Quinlan,Adam Fugitt,2,1
15/6/2024,Jimmy Flick,Nate Maness,2,0
15/6/2024,Carli Judice,Gabriella Fernandes,2,1
15/6/2024,Jeka Saragih,Westin Wilson,2,0
15/6/2024,Melquizael Costa,Shayilan Nuerdanbieke,1,0
15/6/2024,Josefine Knutsson,Julia Polastri,1,0
22/6/2024,Robert Whittaker,Ikram Aliskerov,1,0
22/6/2024,Sergei Pavlovich,Alexander Volkov,2,0
22/6/2024,Kelvin Gastelum,Daniel Rodriguez,1,0
22/6/2024,Shara Magomedov,Antonio Trocoli,1,0
22/6/2024,Johnny Walker,Volkan Oezdemir,2,0
22/6/2024,Nasrat Haqparast,Jared Gordon,1,1
22/6/2024,Muhammad Naimov,Felipe Lima,2,0
22/6/2024,Rinat Fakhretdinov,Nicolas Dalby,1,1
22/6/2024,Kyung Ho Kang,Muin Gafurov,2,0
22/6/2024,Magomed Gadzhiyasulov,Brendson Ribeiro,1,0
22/6/2024,Xiao Long,ChangHo Lee,2,1
29/6/2024,Alex Pereira,Jiri Prochazka,1,0
29/6/2024,Dan Ige,Diego Lopes,2,0
29/6/2024,Anthony Smith,Roman Dolidze,2,0
29/6/2024,Mayra Bueno Silva,Macy Chiasson,2,0
29/6/2024,Ian Machado Garry,Michael Page,1,0
29/6/2024,Joe Pyfer,Marc-Andre Barriault,1,0
29/6/2024,Cub Swanson,Andre Fili,2,1
29/6/2024,Charles Jourdain,Jean Silva,2,0
29/6/2024,Payton Talbott,Yanis Ghemmouri,1,0
29/6/2024,Michelle Waterson-Gomez,Gillian Robertson,2,0
29/6/2024,Andrei Arlovski,Martin Buday,2,1
29/6/2024,Rei Tsuruya,Carlos Hernandez,1,0
29/6/2024,Ricky Simon,Vinicius Oliveira,2,0
13/7/2024,Rose Namajunas,Tracy Cortez,1,0
13/7/2024,Santiago Ponzinibbio,Muslim Salikhov,2,1
13/7/2024,Drew Dober,Jean Silva,2,0
13/7/2024,Gabriel Bonfim,Ange Loosa,1,0
13/7/2024,Julian Erosa,Christian Rodriguez,1,0
13/7/2024,Abdul Razak Alhassan,Cody Brundage,1,1
13/7/2024,Joshua Van,Charles Johnson,2,0
13/7/2024,Jasmine Jasudavicius,Fatima Kline,1,0
13/7/2024,Montel Jackson,Da'Mon Blackshear,1,0
13/7/2024,Luana Santos,Mariya Agapova,1,0
13/7/2024,Josh Fremd,Andre Petroski,2,0
13/7/2024,Evan Elder,Darrius Flowers,1,0
20/7/2024,Amanda Lemos,Virna Jandiroba,2,0
20/7/2024,Steve Garcia,SeungWoo Choi,1,0
20/7/2024,Kurt Holobaugh,Kaynan Kruschewsky,1,0
20/7/2024,Cody Durden,Bruno Silva,2,0
20/7/2024,Dooho Choi,Bill Algeo,1,0
20/7/2024,JeongYeong Lee,Hyder Amil,2,0
20/7/2024,Brian Kelleher,Cody Gibson,2,0
20/7/2024,Miranda Maverick,Dione Barbosa,1,0
20/7/2024,Loik Radzhabov,Trey Ogden,2,0
20/7/2024,Luana Carolina,Lucie Pudilova,1,0
20/7/2024,Mohammed Usman,Thomas Petersen,2,0
27/7/2024,Leon Edwards,Belal Muhammad,2,0
27/7/2024,Tom Aspinall,Curtis Blaydes,1,0
27/7/2024,King Green,Paddy Pimblett,2,0
27/7/2024,Christian Leroy Duncan,Gregory Rodrigues,2,0
27/7/2024,Arnold Allen,Giga Chikadze,1,0
27/7/2024,Nathaniel Wood,Daniel Pineda,1,0
27/7/2024,Molly McCann,Bruna Brasil,2,0
27/7/2024,Jake Hadley,Caolan Loughran,1,0
27/7/2024,Muhammad Mokaev,Manel Kape,1,0
27/7/2024,Oban Elliott,Preston Parsons,1,0
27/7/2024,Modestas Bukauskas,Marcin Prachnio,1,0
27/7/2024,Sam Patterson,Kiefer Crosbie,1,0
27/7/2024,Mick Parkin,Lukasz Brzeski,1,0
27/7/2024,Shauna Bannon,Alice Ardelean,1,1
03/8/2024,Cory Sandhagen,Umar Nurmagomedov,2,0
03/8/2024,Shara Magomedov,Michal Oleksiejczuk,1,0
03/8/2024,Marlon Vera,Deiveson Figueiredo,2,0
03/8/2024,Tony Ferguson,Michael Chiesa,2,0
03/8/2024,Mackenzie Dern,Loopy Godinez,1,0
03/8/2024,Joel Alvarez,Elves Brener,1,0
03/8/2024,Azamat Murzakanov,Alonzo Menifield,1,0
03/8/2024,Mohammad Yahya,Kaue Fernandes,2,0
03/8/2024,Shamil Gaziev,Don'Tale Mayes,1,0
03/8/2024,Guram Kutateladze,Jordan Vucenic,1,0
03/8/2024,Viktoriia Dudakova,Sam Hughes,2,1
03/8/2024,Jai Herbert,Rolando Bedoya,1,0
03/8/2024,Sedriques Dumas,Denis Tiuliulin,1,0
10/8/2024,Marcin Tybura,Serghei Spivac,2,0
10/8/2024,Damon Jackson,Chepe Mariscal,2,0
10/8/2024,Danny Barlow,Nikolay Veretennikov,1,1
10/8/2024,Chris Gutierrez,Quang Le,1,0
