Date,Fighter 1,Fighter 2,Result,Split Dec?
23/3/2019,Jussier Formiga,Deiveson Figueiredo,1,0
23/3/2019,Luis Pena,Steven Peterson,1,0
23/3/2019,Maycee Barber,JJ Aldrich,1,0
23/3/2019,Bryce Mitchell,Bobby Moffett,1,0
23/3/2019,Marlon Vera,Frankie Saenz,1,0
23/3/2019,Alexis Davis,Jennifer Maia,2,0
23/3/2019,Randa Markos,Angela Hill,1,0
23/3/2019,Ryan MacDonald,Chris Gutierrez,2,0
23/3/2019,Eric Shelton,Jordan Espinosa,2,0
30/3/2019,Edson Barboza,Justin Gaethje,2,0
30/3/2019,David Branch,Jack Hermansson,2,0
30/3/2019,Josh Emmett,Michael Johnson,1,0
30/3/2019,Karolina Kowalkiewicz,Michelle Waterson-Gomez,2,0
30/3/2019,Kennedy Nzechukwu,Paul Craig,2,0
30/3/2019,Sodiq Yusuff,Sheymon Moraes,1,0
30/3/2019,Marina Rodriguez,Jessica Aguilar,1,0
30/3/2019,Ross Pearson,Desmond Green,2,0
30/3/2019,Enrique Barzola,Kevin Aguilar,2,0
30/3/2019,Kevin Holland,Gerald Meerschaert,1,1
30/3/2019,Ray Borg,Casey Kenney,2,0
30/3/2019,Sabina Mazo,Maryna Moroz,2,0
30/3/2019,Alex Perez,Mark De La Rosa,1,0
13/4/2019,Max Holloway,Dustin Poirier,2,0
13/4/2019,Kelvin Gastelum,Israel Adesanya,2,0
13/4/2019,Eryk Anders,Khalil Rountree Jr.,2,0
13/4/2019,Alan Jouban,Dwight Grant,2,1
13/4/2019,Ovince Saint Preux,Nikita Krylov,2,0
13/4/2019,Jalin Turner,Matt Frevola,2,0
13/4/2019,Wilson Reis,Alexandre Pantoja,2,0
13/4/2019,Max Griffin,Zelim Imadaev,1,0
13/4/2019,Boston Salmon,Khalid Taha,2,0
13/4/2019,Curtis Millender,Belal Muhammad,2,0
13/4/2019,Montel Jackson,Andre Soukhamthath,1,0
13/4/2019,Lauren Mueller,Poliana Botelho,2,0
13/4/2019,Brandon Davis,Randy Costa,1,0
20/4/2019,Alistair Overeem,Aleksei Oleinik,1,0
20/4/2019,Islam Makhachev,Arman Tsarukyan,1,0
20/4/2019,Sergei Pavlovich,Marcelo Golm,1,0
20/4/2019,Roxanne Modafferi,Antonina Shevchenko,1,1
20/4/2019,Krzysztof Jotko,Alen Amedovski,1,0
20/4/2019,Movsar Evloev,SeungWoo Choi,1,0
20/4/2019,Sultan Aliev,Keita Nakamura,1,0
20/4/2019,Alexander Yakovlev,Alex Da Silva,1,0
20/4/2019,Marcin Tybura,Shamil Abdurakhimov,2,0
20/4/2019,Gadzhimurad Antigulov,Michal Oleksiejczuk,2,0
20/4/2019,Magomed Mustafaev,Rafael Fiziev,1,0
27/4/2019,Jacare Souza,Jack Hermansson,2,0
27/4/2019,Greg Hardy,Dmitrii Smoliakov,1,0
27/4/2019,Alex Oliveira,Mike Perry,2,0
27/4/2019,Glover Teixeira,Ion Cutelaba,1,0
27/4/2019,John Lineker,Cory Sandhagen,2,1
27/4/2019,Roosevelt Roberts,Thomas Gifford,1,0
27/4/2019,Ben Saunders,Takashi Sato,2,0
27/4/2019,Andrei Arlovski,Augusto Sakai,2,1
27/4/2019,Carla Esparza,Virna Jandiroba,1,0
27/4/2019,Gilbert Burns,Mike Davis,1,0
27/4/2019,Jim Miller,Jason Gonzalez,1,0
27/4/2019,Angela Hill,Jodie Esquibel,1,0
27/4/2019,Court McGee,Dhiego Lima,2,1
04/5/2019,Al Iaquinta,Donald Cerrone,2,0
04/5/2019,Derek Brunson,Elias Theodorou,1,0
04/5/2019,Cub Swanson,Shane Burgos,2,1
04/5/2019,Brad Katona,Merab Dvalishvili,2,0
04/5/2019,Walt Harris,Serghei Spivac,1,0
04/5/2019,Marc-Andre Barriault,Andrew Sanchez,2,0
04/5/2019,Macy Chiasson,Sarah Moras,1,0
04/5/2019,Aiemann Zahabi,Vince Morales,2,0
04/5/2019,Nordine Taleb,Kyle Prepolec,1,0
04/5/2019,Kyle Nelson,Matt Sayles,2,0
04/5/2019,Arjan Bhullar,Juan Adams,1,0
04/5/2019,Mitch Gagnon,Cole Smith,2,0
11/5/2019,Rose Namajunas,Jessica Andrade,2,0
11/5/2019,Jared Cannonier,Anderson Silva,1,0
11/5/2019,Jose Aldo,Alexander Volkanovski,2,0
11/5/2019,Thiago Alves,Laureano Staropoli,2,0
11/5/2019,Irene Aldana,Bethe Correia,1,0
11/5/2019,Rogerio Nogueira,Ryan Spann,2,0
11/5/2019,Thiago Moises,Kurt Holobaugh,1,0
11/5/2019,Warlley Alves,Sergio Moraes,1,0
11/5/2019,BJ Penn,Clay Guida,2,0
11/5/2019,Luana Carolina,Priscila Cachoeira,1,0
11/5/2019,Raoni Barcelos,Carlos Huachin,1,0
11/5/2019,Talita Bernardo,Viviane Araujo,2,0
18/5/2019,Rafael Dos Anjos,Kevin Lee,1,0
18/5/2019,Antonio Carlos Junior,Ian Heinisch,2,0
18/5/2019,Megan Anderson,Felicia Spencer,2,0
18/5/2019,Vicente Luque,Derrick Krantz,1,0
18/5/2019,Charles Oliveira,Nik Lentz,1,0
18/5/2019,Davi Ramos,Austin Hubbard,1,0
18/5/2019,Aspen Ladd,Sijara Eubanks,1,0
18/5/2019,Desmond Green,Charles Jourdain,1,0
18/5/2019,Danny Roberts,Michel Pereira,2,0
18/5/2019,Michael Trizano,Grant Dawson,2,0
18/5/2019,Patrick Cummins,Ed Herman,2,0
18/5/2019,Zak Cummings,Trevin Giles,1,0
18/5/2019,Julio Arce,Julian Erosa,1,0
01/6/2019,Alexander Gustafsson,Anthony Smith,2,0
01/6/2019,Jimi Manuwa,Aleksandar Rakic,2,0
01/6/2019,Makwan Amirkhani,Chris Fishgold,1,0
01/6/2019,Damir Hadzovic,Christos Giagos,2,0
01/6/2019,Daniel Teymur,Sung Bin Jo,1,0
01/6/2019,Rostem Akman,Sergey Khandozhko,2,0
01/6/2019,Tonya Evinger,Lina Lansberg,2,0
01/6/2019,Stevie Ray,Leonardo Santos,2,0
01/6/2019,Nick Hein,Frank Camacho,2,0
01/6/2019,Bea Malecki,Duda Santana,1,0
01/6/2019,Darko Stosic,Devin Clark,2,0
01/6/2019,Joel Alvarez,Danilo Belluardo,1,0
08/6/2019,Henry Cejudo,Marlon Moraes,1,0
08/6/2019,Valentina Shevchenko,Jessica Eye,1,0
08/6/2019,Tony Ferguson,Donald Cerrone,1,0
08/6/2019,Jimmie Rivera,Petr Yan,2,0
08/6/2019,Tai Tuivasa,Blagoy Ivanov,2,0
08/6/2019,Tatiana Suarez,Nina Nunes,1,0
08/6/2019,Aljamain Sterling,Pedro Munhoz,1,0
08/6/2019,Karolina Kowalkiewicz,Alexa Grasso,2,0
08/6/2019,Ricardo Lamas,Calvin Kattar,2,0
08/6/2019,Yan Xiaonan,Angela Hill,1,0
08/6/2019,Bevon Lewis,Darren Stewart,2,0
08/6/2019,Eddie Wineland,Grigory Popov,1,0
08/6/2019,Katlyn Cerminara,Joanne Wood,1,0
22/6/2019,Renato Moicano,Chan Sung Jung,2,0
22/6/2019,Bryan Barberena,Randy Brown,2,0
22/6/2019,Andre Ewell,Anderson Dos Santos,1,0
22/6/2019,Andrea Lee,Montana De La Rosa,1,0
22/6/2019,Kevin Holland,Alessio Di Chirico,1,0
22/6/2019,Dan Ige,Kevin Aguilar,1,0
22/6/2019,Ashley Yoder,Syuri Kondo,1,0
22/6/2019,Matt Wiman,Luis Pena,2,0
22/6/2019,Allen Crowder,Jairzinho Rozenstruik,2,0
22/6/2019,Ariane da Silva,Molly McCann,2,0
22/6/2019,Deron Winn,Eric Spicely,1,0
29/6/2019,Francis Ngannou,Junior Dos Santos,1,0
29/6/2019,Jussier Formiga,Joseph Benavidez,2,0
29/6/2019,Demian Maia,Anthony Rocco Martin,1,0
29/6/2019,Roosevelt Roberts,Vinc Pichel,2,0
29/6/2019,Drew Dober,Marco Polo Reyes,1,0
29/6/2019,Alonzo Menifield,Paul Craig,1,0
29/6/2019,Ricardo Ramos,Journey Newson,1,0
29/6/2019,Eryk Anders,Vinicius Moreira,1,0
29/6/2019,Jared Gordon,Dan Moret,1,0
29/6/2019,Dalcha Lungiambula,Dequan Townsend,1,0
29/6/2019,Emily Whitmire,Amanda Ribas,2,0
29/6/2019,Maurice Greene,Junior Albini,1,0
06/7/2019,Jon Jones,Thiago Santos,1,1
06/7/2019,Amanda Nunes,Holly Holm,1,0
06/7/2019,Jorge Masvidal,Ben Askren,1,0
06/7/2019,Jan Blachowicz,Luke Rockhold,1,0
06/7/2019,Diego Sanchez,Michael Chiesa,2,0
06/7/2019,Gilbert Melendez,Arnold Allen,2,0
06/7/2019,Marlon Vera,Nohelin Hernandez,1,0
06/7/2019,Claudia Gadelha,Randa Markos,1,0
06/7/2019,Alejandro Perez,Song Yadong,2,0
06/7/2019,Edmen Shahbazyan,Jack Marshman,1,0
06/7/2019,Ismail Naurdiev,Chance Rencountre,2,0
06/7/2019,Julia Avila,Pannie Kianzad,1,0
13/7/2019,Germaine de Randamie,Aspen Ladd,1,0
13/7/2019,Urijah Faber,Ricky Simon,1,0
13/7/2019,Josh Emmett,Mirsad Bektic,1,0
13/7/2019,Karl Roberson,Wellington Turman,1,1
13/7/2019,Marvin Vettori,Cezar Ferreira,1,0
13/7/2019,Mike Rodriguez,John Allan,1,1
13/7/2019,Andre Fili,Sheymon Moraes,1,0
13/7/2019,Julianna Pena,Nicco Montano,1,0
13/7/2019,Darren Elkins,Ryan Hall,2,0
13/7/2019,Pingyuan Liu,Jonathan Martinez,2,0
13/7/2019,Livinha Souza,Brianna Fortino,2,0
13/7/2019,Benito Lopez,Vince Morales,1,0
20/7/2019,Rafael Dos Anjos,Leon Edwards,2,0
20/7/2019,Aleksei Oleinik,Walt Harris,2,0
20/7/2019,Greg Hardy,Juan Adams,1,0
20/7/2019,James Vick,Dan Hooker,2,0
20/7/2019,Alexander Hernandez,Francisco Trinaldo,1,0
20/7/2019,Andrei Arlovski,Ben Rothwell,1,0
20/7/2019,Alex Caceres,Steven Peterson,1,0
20/7/2019,Raquel Pennington,Irene Aldana,1,1
20/7/2019,Sam Alvey,Klidson Abreu,2,0
20/7/2019,Roxanne Modafferi,Jennifer Maia,2,0
20/7/2019,Ray Borg,Gabriel Silva,1,0
20/7/2019,Mario Bautista,Jin Soo Son,1,0
20/7/2019,Domingo Pilarte,Felipe Colares,2,1
27/7/2019,Max Holloway,Frankie Edgar,1,0
27/7/2019,Cristiane Justino,Felicia Spencer,1,0
27/7/2019,Geoff Neal,Niko Price,1,0
27/7/2019,Olivier Aubin-Mercier,Arman Tsarukyan,2,0
27/7/2019,Marc-Andre Barriault,Krzysztof Jotko,2,1
27/7/2019,Alexis Davis,Viviane Araujo,2,0
27/7/2019,Hakeem Dawodu,Yoshinori Horie,1,0
27/7/2019,Gavin Tucker,SeungWoo Choi,1,0
27/7/2019,Alexandre Pantoja,Deiveson Figueiredo,2,0
27/7/2019,Gillian Robertson,Sarah Frota,1,0
27/7/2019,Erik Koch,Kyle Stewart,1,0
03/8/2019,Colby Covington,Robbie Lawler,1,0
03/8/2019,Jim Miller,Clay Guida,1,0
03/8/2019,Joaquim Silva,Nasrat Haqparast,2,0
03/8/2019,Trevin Giles,Gerald Meerschaert,2,0
03/8/2019,Scott Holtzman,Dong Hyun Ma,1,0
03/8/2019,Darko Stosic,Kennedy Nzechukwu,2,0
03/8/2019,Mickey Gall,Salim Touahri,1,0
03/8/2019,Antonina Shevchenko,Lucie Pudilova,1,0
03/8/2019,Jordan Espinosa,Matt Schnell,2,0
03/8/2019,Lauren Murphy,Mara Romero Borella,1,0
03/8/2019,Claudio Silva,Cole Williams,1,0
03/8/2019,Miranda Granger,Hannah Goldy,1,0
10/8/2019,Valentina Shevchenko,Liz Carmouche,1,0
10/8/2019,Vicente Luque,Mike Perry,1,1
10/8/2019,Eduardo Garagorri,Humberto Bandenay,1,0
10/8/2019,Volkan Oezdemir,Ilir Latifi,1,0
10/8/2019,Rodolfo Vieira,Oskar Piechota,1,0
10/8/2019,Enrique Barzola,Bobby Moffett,1,1
10/8/2019,Gilbert Burns,Aleksei Kunchenko,1,0
10/8/2019,Ciryl Gane,Raphael Pessoa,1,0
10/8/2019,Tecia Pennington,Marina Rodriguez,2,0
10/8/2019,Rogerio Bontorin,Raulian Paiva,1,0
10/8/2019,Geraldo de Freitas,Chris Gutierrez,2,1
10/8/2019,Kazula Vargas,Alex Da Silva,2,0
10/8/2019,Veronica Hardy,Polyana Viana,1,0
17/8/2019,Daniel Cormier,Stipe Miocic,2,0
17/8/2019,Anthony Pettis,Nate Diaz,2,0
17/8/2019,Yoel Romero,Paulo Costa,2,0
17/8/2019,Gabriel Benitez,Sodiq Yusuff,2,0
17/8/2019,Derek Brunson,Ian Heinisch,1,0
17/8/2019,Devonte Smith,Khama Worthy,2,0
17/8/2019,Raphael Assuncao,Cory Sandhagen,2,0
17/8/2019,Christos Giagos,Drakkar Klose,2,0
17/8/2019,Manny Bermudez,Casey Kenney,2,0
17/8/2019,Hannah Cifers,Jodie Esquibel,1,0
17/8/2019,Kyung Ho Kang,Brandon Davis,1,1
17/8/2019,Sabina Mazo,Shana Dobson,1,0
31/8/2019,Jessica Andrade,Zhang Weili,2,0
31/8/2019,Li Jingliang,Elizeu Zaleski dos Santos,1,0
31/8/2019,Kai Kara-France,Mark De La Rosa,1,0
31/8/2019,Song Kenan,Derrick Krantz,1,0
31/8/2019,Wu Yanan,Mizuki,2,1
31/8/2019,JunYong Park,Anthony Hernandez,2,0
31/8/2019,Sumudaerji,Andre Soukhamthath,1,0
31/8/2019,Da Woon Jung,Khadis Ibragimov,1,0
31/8/2019,Damir Ismagulov,Thiago Moises,1,0
31/8/2019,Alatengheili,Batgerel Danaa,1,0
31/8/2019,Karol Rosa,Lara Procopio,1,1
07/9/2019,Khabib Nurmagomedov,Dustin Poirier,1,0
07/9/2019,Edson Barboza,Paul Felder,2,1
07/9/2019,Islam Makhachev,Davi Ramos,1,0
07/9/2019,Curtis Blaydes,Shamil Abdurakhimov,1,0
07/9/2019,Mairbek Taisumov,Diego Ferreira,2,0
07/9/2019,Joanne Wood,Andrea Lee,1,1
07/9/2019,Zubaira Tukhugov,Lerone Murphy,3,1
07/9/2019,Liana Jojua,Sarah Moras,2,0
07/9/2019,Ottman Azaitar,Teemu Packalen,1,0
07/9/2019,Belal Muhammad,Takashi Sato,1,0
07/9/2019,Nordine Taleb,Muslim Salikhov,2,0
07/9/2019,Omari Akhmedov,Zak Cummings,1,0
