,Height1,Reach1,Age 1,Knockdowns PM 1,Gets Knocked Down PM 1,Sig Strikes Landed PM 1,Sig Strikes Attempted PM 1,Sig Strikes Absorbed PM 1,Strikes Landed PM 1,Strikes Attempted PM 1,Strikes Absorbed PM 1,Strike Accuracy 1,Takedowns PM 1,Takedown Attempts PM 1,Gets Taken Down PM 1,Submission Attempts PM 1,Clinch Strikes PM 1,Clinch Strikes Taken PM 1,Grounds Strikes PM 1,Ground Strikes Taken PM 1,Height 2,Reach 2,Age 2,Knockdowns PM 2,Gets Knocked Down PM 2,Sig Strikes Landed PM 2,Sig Strikes Attempted PM 2,Sig Strikes Absorbed PM 2,Strikes Landed PM 2,Strikes Attempted PM 2,Strikes Absorbed PM 2,Strike Accuracy 2,Takedowns PM 2,Takedown Attempts PM 2,Gets Taken Down PM 2,Submission Attempts PM 2,Clinch Strikes PM 2,Clinch Strikes Taken PM 2,Grounds Strikes PM 2,Ground Strikes Taken PM 2,Win,Loss
2512,172.7,75.0,30.0,0.0,0.0,1.5328,3.7956,2.0925,4.1849,6.5693,4.0389,0.637,0.292,0.5839,0.0973,0.146,0.5109,0.9489,0.7543,0.3893,172.7,68.0,28.0,0.0,0.0467,2.6168,4.8442,2.3676,5.0779,7.5389,4.1433,0.6736,0.2648,0.7788,0.2025,0.1246,0.4517,0.7632,0.5763,0.2181,1.0,0.0
2513,172.7,68.0,28.0,0.0,0.0467,2.6168,4.8442,2.3676,5.0779,7.5389,4.1433,0.6736,0.2648,0.7788,0.2025,0.1246,0.4517,0.7632,0.5763,0.2181,172.7,75.0,30.0,0.0,0.0,1.5328,3.7956,2.0925,4.1849,6.5693,4.0389,0.637,0.292,0.5839,0.0973,0.146,0.5109,0.9489,0.7543,0.3893,0.0,1.0
2514,185.4,76.0,30.0,0.0631,0.021,3.0705,5.7834,2.734,3.3228,6.0778,3.4069,0.5467,0.0,0.1262,0.1262,0.0,0.8623,0.5047,0.4416,0.8412,180.3,74.0,41.0,0.0273,0.0137,2.5546,5.5055,2.8552,3.6475,6.735,4.877,0.5416,0.1093,0.2322,0.0546,0.041,0.7923,0.5738,0.6284,0.7377,0.0,1.0
2515,180.3,74.0,41.0,0.0273,0.0137,2.5546,5.5055,2.8552,3.6475,6.735,4.877,0.5416,0.1093,0.2322,0.0546,0.041,0.7923,0.5738,0.6284,0.7377,185.4,76.0,30.0,0.0631,0.021,3.0705,5.7834,2.734,3.3228,6.0778,3.4069,0.5467,0.0,0.1262,0.1262,0.0,0.8623,0.5047,0.4416,0.8412,1.0,0.0
2516,175.3,71.0,27.0,0.0151,0.0,3.6226,7.8792,1.6755,6.8377,11.2755,3.3962,0.6064,0.2113,0.5434,0.2113,0.0906,1.283,0.5585,0.8906,0.0755,182.9,72.0,30.0,0.0388,0.0,3.1416,7.4079,2.5016,4.2469,8.552,3.1803,0.4966,0.0194,0.097,0.1164,0.1357,0.9114,0.6593,0.3685,0.0776,0.0,1.0
2517,182.9,72.0,30.0,0.0388,0.0,3.1416,7.4079,2.5016,4.2469,8.552,3.1803,0.4966,0.0194,0.097,0.1164,0.1357,0.9114,0.6593,0.3685,0.0776,175.3,71.0,27.0,0.0151,0.0,3.6226,7.8792,1.6755,6.8377,11.2755,3.3962,0.6064,0.2113,0.5434,0.2113,0.0906,1.283,0.5585,0.8906,0.0755,1.0,0.0
2518,193.0,79.0,35.0,0.0156,0.0156,2.9751,6.9315,2.6168,6.6511,10.9813,4.0343,0.6057,0.109,0.2492,0.1558,0.0623,1.3551,0.8411,0.7788,0.4673,193.0,79.0,30.0,0.0166,0.0,3.6123,8.9975,3.5128,6.4126,11.9138,6.3629,0.5382,0.2651,0.5468,0.1657,0.0,0.7622,0.4805,0.232,0.2651,1.0,0.0
2519,193.0,79.0,30.0,0.0166,0.0,3.6123,8.9975,3.5128,6.4126,11.9138,6.3629,0.5382,0.2651,0.5468,0.1657,0.0,0.7622,0.4805,0.232,0.2651,193.0,79.0,35.0,0.0156,0.0156,2.9751,6.9315,2.6168,6.6511,10.9813,4.0343,0.6057,0.109,0.2492,0.1558,0.0623,1.3551,0.8411,0.7788,0.4673,0.0,1.0
2520,188.0,74.0,29.0,0.0561,0.0187,2.4704,7.486,1.7592,3.874,9.1703,2.6201,0.4224,0.2059,0.5802,0.0374,0.0,0.4117,0.131,0.5614,0.2059,180.3,71.0,37.0,0.0,0.0166,2.4862,6.6961,1.8895,5.6851,10.1934,3.0829,0.5577,0.1657,0.7127,0.0497,0.0829,0.9116,0.2818,0.3481,0.1492,1.0,0.0
2521,180.3,71.0,37.0,0.0,0.0166,2.4862,6.6961,1.8895,5.6851,10.1934,3.0829,0.5577,0.1657,0.7127,0.0497,0.0829,0.9116,0.2818,0.3481,0.1492,188.0,74.0,29.0,0.0561,0.0187,2.4704,7.486,1.7592,3.874,9.1703,2.6201,0.4224,0.2059,0.5802,0.0374,0.0,0.4117,0.131,0.5614,0.2059,0.0,1.0
2522,177.8,71.0,28.0,0.0347,0.0,2.2537,7.6105,2.0457,3.7446,9.3615,3.6926,0.4,0.3641,0.5201,0.0173,0.0693,0.2254,0.208,0.4681,0.1907,172.7,70.0,27.0,0.0191,0.0,2.6369,7.5669,1.4522,4.9682,10.2994,2.3885,0.4824,0.1911,0.5159,0.0382,0.0573,0.2675,0.1911,0.9363,0.0955,1.0,0.0
2523,172.7,70.0,27.0,0.0191,0.0,2.6369,7.5669,1.4522,4.9682,10.2994,2.3885,0.4824,0.1911,0.5159,0.0382,0.0573,0.2675,0.1911,0.9363,0.0955,177.8,71.0,28.0,0.0347,0.0,2.2537,7.6105,2.0457,3.7446,9.3615,3.6926,0.4,0.3641,0.5201,0.0173,0.0693,0.2254,0.208,0.4681,0.1907,0.0,1.0
2524,185.4,77.0,30.0,0.0856,0.0,6.6445,11.4068,1.2262,15.7985,22.0722,1.9677,0.7158,0.3992,0.5989,0.057,0.057,1.5684,0.4563,3.1084,0.1141,193.0,77.0,28.0,0.0833,0.0,6.7083,14.4792,1.9583,7.5417,15.5208,2.0417,0.4859,0.0625,0.0833,0.0417,0.0,0.7917,0.1875,0.7083,0.0,0.0,1.0
2525,193.0,77.0,28.0,0.0833,0.0,6.7083,14.4792,1.9583,7.5417,15.5208,2.0417,0.4859,0.0625,0.0833,0.0417,0.0,0.7917,0.1875,0.7083,0.0,185.4,77.0,30.0,0.0856,0.0,6.6445,11.4068,1.2262,15.7985,22.0722,1.9677,0.7158,0.3992,0.5989,0.057,0.057,1.5684,0.4563,3.1084,0.1141,1.0,0.0
2526,180.3,73.0,32.0,0.0232,0.0697,3.8125,7.6947,2.7431,10.1589,14.785,4.6726,0.6871,0.0465,0.1162,0.1627,0.1395,0.7904,0.8601,1.3251,0.3952,182.9,71.0,34.0,0.0372,0.0372,3.0707,6.4764,2.0099,4.2432,7.7978,4.634,0.5442,0.1117,0.6328,0.1303,0.0186,0.9491,0.5583,0.9305,0.1675,0.0,1.0
2527,182.9,71.0,34.0,0.0372,0.0372,3.0707,6.4764,2.0099,4.2432,7.7978,4.634,0.5442,0.1117,0.6328,0.1303,0.0186,0.9491,0.5583,0.9305,0.1675,180.3,73.0,32.0,0.0232,0.0697,3.8125,7.6947,2.7431,10.1589,14.785,4.6726,0.6871,0.0465,0.1162,0.1627,0.1395,0.7904,0.8601,1.3251,0.3952,1.0,0.0
2528,175.3,70.0,33.0,0.0114,0.0,2.2281,6.5593,2.4214,3.7742,8.1622,5.0815,0.4624,0.0455,0.0682,0.0909,0.0114,0.5229,0.3524,0.1819,0.4888,185.4,76.0,29.0,0.0156,0.0,3.2268,8.1995,2.4318,10.569,16.212,3.9595,0.6519,0.0935,0.2962,0.1559,0.1091,1.1847,0.9197,0.4521,0.5768,0.0,1.0
2529,185.4,76.0,29.0,0.0156,0.0,3.2268,8.1995,2.4318,10.569,16.212,3.9595,0.6519,0.0935,0.2962,0.1559,0.1091,1.1847,0.9197,0.4521,0.5768,175.3,70.0,33.0,0.0114,0.0,2.2281,6.5593,2.4214,3.7742,8.1622,5.0815,0.4624,0.0455,0.0682,0.0909,0.0114,0.5229,0.3524,0.1819,0.4888,1.0,0.0
2530,193.0,82.0,37.0,0.0222,0.0665,3.1474,5.6963,1.4185,6.2061,8.9989,6.7603,0.6897,0.2216,0.3546,0.1995,0.0,1.1747,0.1995,0.7093,0.6871,190.5,82.0,34.0,0.1428,0.0,4.4506,8.3062,2.0706,5.4264,9.3534,3.4034,0.5802,0.0,0.0,0.1904,0.0952,0.3808,0.4522,0.7616,0.238,1.0,0.0
2531,190.5,82.0,34.0,0.1428,0.0,4.4506,8.3062,2.0706,5.4264,9.3534,3.4034,0.5802,0.0,0.0,0.1904,0.0952,0.3808,0.4522,0.7616,0.238,193.0,82.0,37.0,0.0222,0.0665,3.1474,5.6963,1.4185,6.2061,8.9989,6.7603,0.6897,0.2216,0.3546,0.1995,0.0,1.1747,0.1995,0.7093,0.6871,0.0,1.0
2532,190.5,78.0,34.0,0.0548,0.0,2.6476,5.6969,2.6841,3.3414,6.4638,5.2952,0.5169,0.0365,0.0548,0.1278,0.0,0.8034,1.1321,0.1096,0.8399,188.0,77.0,32.0,0.0,0.0205,2.0945,8.2136,2.4435,2.7105,8.8296,3.5113,0.307,0.0205,0.0616,0.0821,0.0411,0.0821,0.2053,0.0205,0.6776,1.0,0.0
2533,188.0,77.0,32.0,0.0,0.0205,2.0945,8.2136,2.4435,2.7105,8.8296,3.5113,0.307,0.0205,0.0616,0.0821,0.0411,0.0821,0.2053,0.0205,0.6776,190.5,78.0,34.0,0.0548,0.0,2.6476,5.6969,2.6841,3.3414,6.4638,5.2952,0.5169,0.0365,0.0548,0.1278,0.0,0.8034,1.1321,0.1096,0.8399,0.0,1.0
2534,167.6,68.0,30.0,0.0,0.0308,3.5856,9.6986,2.1781,4.2534,10.3973,2.6507,0.4091,0.0822,0.4418,0.0925,0.0411,0.2774,0.226,0.3288,0.0925,175.3,70.0,33.0,0.0353,0.0,2.2,6.8118,2.8706,3.4706,8.1294,3.4941,0.4269,0.1412,0.3765,0.0353,0.0235,0.2588,0.2824,0.2824,0.0588,1.0,0.0
2535,175.3,70.0,33.0,0.0353,0.0,2.2,6.8118,2.8706,3.4706,8.1294,3.4941,0.4269,0.1412,0.3765,0.0353,0.0235,0.2588,0.2824,0.2824,0.0588,167.6,68.0,30.0,0.0,0.0308,3.5856,9.6986,2.1781,4.2534,10.3973,2.6507,0.4091,0.0822,0.4418,0.0925,0.0411,0.2774,0.226,0.3288,0.0925,0.0,1.0
2536,185.4,73.0,35.0,0.0,0.0,3.7156,8.3353,1.1302,11.7118,17.3628,2.3734,0.6745,0.226,0.3532,0.0283,0.0141,0.4521,0.0565,1.8648,0.3108,185.4,74.0,31.0,0.0889,0.0,2.8614,5.5983,1.5818,6.2026,9.1884,3.519,0.675,0.0,0.0178,0.2666,0.0533,0.7287,0.2666,1.0664,0.8175,1.0,0.0
2537,185.4,74.0,31.0,0.0889,0.0,2.8614,5.5983,1.5818,6.2026,9.1884,3.519,0.675,0.0,0.0178,0.2666,0.0533,0.7287,0.2666,1.0664,0.8175,185.4,73.0,35.0,0.0,0.0,3.7156,8.3353,1.1302,11.7118,17.3628,2.3734,0.6745,0.226,0.3532,0.0283,0.0141,0.4521,0.0565,1.8648,0.3108,0.0,1.0
2538,175.3,71.0,29.0,0.1294,0.0259,4.0121,8.9301,1.8637,4.5815,9.4996,2.8473,0.4823,0.0,0.0259,0.1812,0.0,0.4142,0.0518,0.5177,0.0,177.8,71.0,28.0,0.0275,0.0,2.3066,6.5355,3.6796,3.2952,7.6339,4.5309,0.4317,0.2197,0.5767,0.1098,0.2197,0.3295,0.357,1.0709,0.357,0.0,1.0
2539,177.8,71.0,28.0,0.0275,0.0,2.3066,6.5355,3.6796,3.2952,7.6339,4.5309,0.4317,0.2197,0.5767,0.1098,0.2197,0.3295,0.357,1.0709,0.357,175.3,71.0,29.0,0.1294,0.0259,4.0121,8.9301,1.8637,4.5815,9.4996,2.8473,0.4823,0.0,0.0259,0.1812,0.0,0.4142,0.0518,0.5177,0.0,1.0,0.0
2540,182.9,73.0,38.0,0.0,0.0,3.2331,6.4229,2.8434,6.4806,10.1467,4.6043,0.6387,0.3031,0.9815,0.0433,0.0433,1.7465,1.5155,0.4619,0.1155,190.5,76.0,34.0,0.0,0.0432,2.4,6.0973,3.6108,5.2757,9.0811,6.7243,0.581,0.0865,0.2811,0.1297,0.1081,0.4108,0.8432,1.0162,1.0811,1.0,0.0
2541,190.5,76.0,34.0,0.0,0.0432,2.4,6.0973,3.6108,5.2757,9.0811,6.7243,0.581,0.0865,0.2811,0.1297,0.1081,0.4108,0.8432,1.0162,1.0811,182.9,73.0,38.0,0.0,0.0,3.2331,6.4229,2.8434,6.4806,10.1467,4.6043,0.6387,0.3031,0.9815,0.0433,0.0433,1.7465,1.5155,0.4619,0.1155,0.0,1.0
2542,180.3,74.0,33.0,0.1451,0.0484,2.6844,5.9734,3.289,3.1197,6.4329,6.2636,0.485,0.0,0.0242,0.0242,0.0,0.0484,0.9915,0.2177,0.1451,210.8,84.0,24.0,0.0343,0.103,3.0223,6.2164,3.5375,4.5678,7.9679,4.7052,0.5733,0.0343,0.0343,0.103,0.2061,0.4808,0.4121,0.6182,1.7172,0.0,1.0
2543,210.8,84.0,24.0,0.0343,0.103,3.0223,6.2164,3.5375,4.5678,7.9679,4.7052,0.5733,0.0343,0.0343,0.103,0.2061,0.4808,0.4121,0.6182,1.7172,180.3,74.0,33.0,0.1451,0.0484,2.6844,5.9734,3.289,3.1197,6.4329,6.2636,0.485,0.0,0.0242,0.0242,0.0,0.0484,0.9915,0.2177,0.1451,1.0,0.0
2544,177.8,68.0,28.0,0.0,0.0162,3.3522,7.8381,2.251,4.6802,9.5709,5.3279,0.489,0.1943,0.5344,0.0486,0.1134,0.4049,0.3887,1.2955,0.1134,172.7,70.0,32.0,0.0473,0.0,3.0296,6.6272,2.9112,8.0947,12.1657,5.0651,0.6654,0.0947,0.1893,0.142,0.0237,0.4024,0.7811,0.568,0.8047,1.0,0.0
2545,172.7,70.0,32.0,0.0473,0.0,3.0296,6.6272,2.9112,8.0947,12.1657,5.0651,0.6654,0.0947,0.1893,0.142,0.0237,0.4024,0.7811,0.568,0.8047,177.8,68.0,28.0,0.0,0.0162,3.3522,7.8381,2.251,4.6802,9.5709,5.3279,0.489,0.1943,0.5344,0.0486,0.1134,0.4049,0.3887,1.2955,0.1134,0.0,1.0
2546,193.0,84.0,25.0,0.0319,0.0,5.2604,8.7991,0.7651,7.3645,11.254,1.0521,0.6544,0.2869,0.3188,0.0,0.0956,0.4145,0.0638,3.2837,0.0956,185.4,73.0,34.0,0.0631,0.0,2.4467,6.2352,2.6046,3.9305,7.7822,3.4728,0.5051,0.0474,0.0947,0.0631,0.0,0.8208,0.5209,0.1579,0.1736,1.0,0.0
2547,185.4,73.0,34.0,0.0631,0.0,2.4467,6.2352,2.6046,3.9305,7.7822,3.4728,0.5051,0.0474,0.0947,0.0631,0.0,0.8208,0.5209,0.1579,0.1736,193.0,84.0,25.0,0.0319,0.0,5.2604,8.7991,0.7651,7.3645,11.254,1.0521,0.6544,0.2869,0.3188,0.0,0.0956,0.4145,0.0638,3.2837,0.0956,0.0,1.0
2548,175.3,73.0,38.0,0.0763,0.0763,3.0025,5.4962,1.9084,4.402,6.972,2.8244,0.6314,0.1018,0.3308,0.0509,0.0254,0.6107,0.229,0.7125,0.2799,177.8,73.0,34.0,0.0183,0.0183,1.2984,4.7912,2.6516,3.1088,6.6016,3.2002,0.4709,0.128,0.256,0.0731,0.0366,0.0914,0.1646,0.6035,0.0731,0.0,1.0
2549,177.8,73.0,34.0,0.0183,0.0183,1.2984,4.7912,2.6516,3.1088,6.6016,3.2002,0.4709,0.128,0.256,0.0731,0.0366,0.0914,0.1646,0.6035,0.0731,175.3,73.0,38.0,0.0763,0.0763,3.0025,5.4962,1.9084,4.402,6.972,2.8244,0.6314,0.1018,0.3308,0.0509,0.0254,0.6107,0.229,0.7125,0.2799,1.0,0.0
2550,188.0,75.0,28.0,0.0392,0.0,3.6619,7.4608,3.4269,4.3473,8.1854,5.3851,0.5311,0.0196,0.0196,0.2546,0.0392,0.5483,0.2937,0.1175,0.47,190.5,80.0,37.0,0.0,0.0649,1.4286,2.5974,2.4675,5.2597,7.013,4.2857,0.75,0.1948,0.5195,0.1299,0.1299,0.5844,0.1948,0.3896,1.8831,1.0,0.0
2551,190.5,80.0,37.0,0.0,0.0649,1.4286,2.5974,2.4675,5.2597,7.013,4.2857,0.75,0.1948,0.5195,0.1299,0.1299,0.5844,0.1948,0.3896,1.8831,188.0,75.0,28.0,0.0392,0.0,3.6619,7.4608,3.4269,4.3473,8.1854,5.3851,0.5311,0.0196,0.0196,0.2546,0.0392,0.5483,0.2937,0.1175,0.47,0.0,1.0
2552,188.0,77.0,37.0,0.0625,0.0,2.5386,4.2768,1.4756,3.1388,4.9646,4.4894,0.6322,0.0125,0.0125,0.05,0.0375,0.075,0.075,0.6503,0.9004,188.0,75.0,31.0,0.0295,0.0148,2.3752,6.9191,2.0949,4.4849,9.073,3.1866,0.4943,0.0295,0.1475,0.118,0.0148,0.1328,0.4868,0.4426,0.0295,1.0,0.0
2553,188.0,75.0,31.0,0.0295,0.0148,2.3752,6.9191,2.0949,4.4849,9.073,3.1866,0.4943,0.0295,0.1475,0.118,0.0148,0.1328,0.4868,0.4426,0.0295,188.0,77.0,37.0,0.0625,0.0,2.5386,4.2768,1.4756,3.1388,4.9646,4.4894,0.6322,0.0125,0.0125,0.05,0.0375,0.075,0.075,0.6503,0.9004,0.0,1.0
2554,185.4,76.0,30.0,0.0664,0.0166,3.1858,5.7743,2.6217,4.115,6.7533,3.8164,0.6093,0.0166,0.1327,0.2157,0.0332,0.9624,0.5144,0.3153,0.8628,190.5,77.0,33.0,0.0,0.0562,3.5137,11.6374,2.3753,5.4111,14.0548,3.2748,0.385,0.0703,0.1265,0.0703,0.0422,0.3092,0.253,0.4216,0.6887,1.0,0.0
2555,190.5,77.0,33.0,0.0,0.0562,3.5137,11.6374,2.3753,5.4111,14.0548,3.2748,0.385,0.0703,0.1265,0.0703,0.0422,0.3092,0.253,0.4216,0.6887,185.4,76.0,30.0,0.0664,0.0166,3.1858,5.7743,2.6217,4.115,6.7533,3.8164,0.6093,0.0166,0.1327,0.2157,0.0332,0.9624,0.5144,0.3153,0.8628,0.0,1.0
2556,190.5,77.0,36.0,0.0394,0.1183,2.426,6.8245,3.6686,5.3254,10.217,5.1677,0.5212,0.1183,0.3156,0.0197,0.1183,0.1972,0.4142,0.0789,0.7101,193.0,78.0,29.0,0.1163,0.0291,4.0717,10.9937,2.0068,6.4275,13.4658,2.9375,0.4773,0.1163,0.2618,0.0291,0.0,1.3379,0.5526,0.7853,0.0582,1.0,0.0
2557,193.0,78.0,29.0,0.1163,0.0291,4.0717,10.9937,2.0068,6.4275,13.4658,2.9375,0.4773,0.1163,0.2618,0.0291,0.0,1.3379,0.5526,0.7853,0.0582,190.5,77.0,36.0,0.0394,0.1183,2.426,6.8245,3.6686,5.3254,10.217,5.1677,0.5212,0.1183,0.3156,0.0197,0.1183,0.1972,0.4142,0.0789,0.7101,0.0,1.0
2558,170.2,70.0,27.0,0.0,0.0543,2.3348,6.5701,3.3846,5.4661,10.1176,5.3032,0.5403,0.1448,0.4887,0.1086,0.0362,0.1991,0.3982,0.3801,0.7059,170.2,68.0,36.0,0.0,0.0,3.3888,7.4584,3.3744,5.2426,9.5728,4.7791,0.5477,0.0434,0.1303,0.1303,0.029,1.1731,0.5214,0.3186,0.5358,1.0,0.0
2559,170.2,68.0,36.0,0.0,0.0,3.3888,7.4584,3.3744,5.2426,9.5728,4.7791,0.5477,0.0434,0.1303,0.1303,0.029,1.1731,0.5214,0.3186,0.5358,170.2,70.0,27.0,0.0,0.0543,2.3348,6.5701,3.3846,5.4661,10.1176,5.3032,0.5403,0.1448,0.4887,0.1086,0.0362,0.1991,0.3982,0.3801,0.7059,0.0,1.0
2560,172.7,71.0,32.0,0.0,0.0,0.7872,1.7201,0.9913,4.3732,6.1808,2.5656,0.7075,0.2332,0.4373,0.1166,0.2332,0.0292,0.0,0.4665,0.6122,185.4,74.0,31.0,0.0,0.0,1.8091,6.9524,2.781,3.9023,9.5988,5.7264,0.4065,0.1196,0.2392,0.1346,0.0748,0.0748,0.2243,0.2841,0.4186,1.0,0.0
2561,185.4,74.0,31.0,0.0,0.0,1.8091,6.9524,2.781,3.9023,9.5988,5.7264,0.4065,0.1196,0.2392,0.1346,0.0748,0.0748,0.2243,0.2841,0.4186,172.7,71.0,32.0,0.0,0.0,0.7872,1.7201,0.9913,4.3732,6.1808,2.5656,0.7075,0.2332,0.4373,0.1166,0.2332,0.0292,0.0,0.4665,0.6122,0.0,1.0
2562,182.9,74.0,29.0,0.0134,0.0269,1.3163,3.4117,2.176,3.2371,5.4802,6.5279,0.5907,0.0269,0.0806,0.2283,0.0403,0.6313,0.3761,0.1746,0.9134,180.3,68.0,36.0,0.0,0.0558,5.5662,12.5287,4.7471,7.0369,14.1669,5.8827,0.4967,0.0,0.0745,0.1303,0.1862,0.4096,0.4654,0.0,0.2048,0.0,1.0
2563,180.3,68.0,36.0,0.0,0.0558,5.5662,12.5287,4.7471,7.0369,14.1669,5.8827,0.4967,0.0,0.0745,0.1303,0.1862,0.4096,0.4654,0.0,0.2048,182.9,74.0,29.0,0.0134,0.0269,1.3163,3.4117,2.176,3.2371,5.4802,6.5279,0.5907,0.0269,0.0806,0.2283,0.0403,0.6313,0.3761,0.1746,0.9134,1.0,0.0
2564,177.8,75.0,30.0,0.0,0.0,5.5953,10.9277,2.615,6.5157,11.9357,4.1052,0.5459,0.0584,0.073,0.1315,0.0,1.534,0.7305,0.672,0.336,177.8,70.0,33.0,0.03,0.09,4.2279,9.6252,2.6987,5.5172,11.1844,4.4078,0.4933,0.0,0.1199,0.1799,0.0,1.1394,0.1799,0.5097,0.6597,0.0,1.0
2565,177.8,70.0,33.0,0.03,0.09,4.2279,9.6252,2.6987,5.5172,11.1844,4.4078,0.4933,0.0,0.1199,0.1799,0.0,1.1394,0.1799,0.5097,0.6597,177.8,75.0,30.0,0.0,0.0,5.5953,10.9277,2.615,6.5157,11.9357,4.1052,0.5459,0.0584,0.073,0.1315,0.0,1.534,0.7305,0.672,0.336,1.0,0.0
2566,182.9,75.0,31.0,0.0171,0.0683,1.827,4.7809,2.3221,2.5783,5.72,3.2783,0.4507,0.2049,0.4952,0.0,0.0,0.2903,0.5293,0.6147,0.1024,190.5,74.0,36.0,0.0161,0.0161,1.7277,5.3606,2.8256,3.2939,7.0398,4.408,0.4679,0.0969,0.4682,0.0969,0.0646,0.4037,0.2583,0.226,0.2422,1.0,0.0
2567,190.5,74.0,36.0,0.0161,0.0161,1.7277,5.3606,2.8256,3.2939,7.0398,4.408,0.4679,0.0969,0.4682,0.0969,0.0646,0.4037,0.2583,0.226,0.2422,182.9,75.0,31.0,0.0171,0.0683,1.827,4.7809,2.3221,2.5783,5.72,3.2783,0.4507,0.2049,0.4952,0.0,0.0,0.2903,0.5293,0.6147,0.1024,0.0,1.0
2568,175.3,69.0,27.0,0.0574,0.0,3.0813,5.2057,2.8708,5.4545,7.7129,4.2488,0.7072,0.4019,0.689,0.0957,0.0957,0.9761,1.2249,0.6699,0.0191,172.7,71.0,30.0,0.0157,0.0,2.6702,6.0942,1.555,6.6911,10.4293,3.3455,0.6416,0.2984,0.5183,0.0628,0.0471,0.7382,0.5026,1.178,0.0785,1.0,0.0
2569,172.7,71.0,30.0,0.0157,0.0,2.6702,6.0942,1.555,6.6911,10.4293,3.3455,0.6416,0.2984,0.5183,0.0628,0.0471,0.7382,0.5026,1.178,0.0785,175.3,69.0,27.0,0.0574,0.0,3.0813,5.2057,2.8708,5.4545,7.7129,4.2488,0.7072,0.4019,0.689,0.0957,0.0957,0.9761,1.2249,0.6699,0.0191,0.0,1.0
2570,180.3,74.0,35.0,0.0817,0.0204,2.9009,10.6844,3.1461,3.3708,11.236,3.5955,0.3,0.0409,0.0409,0.1634,0.0204,0.3064,0.2656,0.3064,0.1021,180.3,73.0,31.0,0.0,0.0555,3.1258,6.7324,2.5154,9.2848,13.5943,4.365,0.683,0.0555,0.111,0.185,0.111,0.5919,0.7028,1.0173,0.4809,0.0,1.0
2571,180.3,73.0,31.0,0.0,0.0555,3.1258,6.7324,2.5154,9.2848,13.5943,4.365,0.683,0.0555,0.111,0.185,0.111,0.5919,0.7028,1.0173,0.4809,180.3,74.0,35.0,0.0817,0.0204,2.9009,10.6844,3.1461,3.3708,11.236,3.5955,0.3,0.0409,0.0409,0.1634,0.0204,0.3064,0.2656,0.3064,0.1021,1.0,0.0
2572,167.6,70.0,32.0,0.0885,0.0,4.5664,16.6903,2.9912,4.885,17.115,3.2212,0.2854,0.0354,0.1416,0.0354,0.0177,0.2301,0.1593,0.177,0.0354,177.8,68.0,27.0,0.0,0.0162,3.2551,7.5628,2.7368,4.6802,9.3603,5.0364,0.5,0.1296,0.3239,0.0972,0.081,0.4696,0.6478,1.1012,0.502,1.0,0.0
2573,177.8,68.0,27.0,0.0,0.0162,3.2551,7.5628,2.7368,4.6802,9.3603,5.0364,0.5,0.1296,0.3239,0.0972,0.081,0.4696,0.6478,1.1012,0.502,167.6,70.0,32.0,0.0885,0.0,4.5664,16.6903,2.9912,4.885,17.115,3.2212,0.2854,0.0354,0.1416,0.0354,0.0177,0.2301,0.1593,0.177,0.0354,0.0,1.0
2574,190.5,74.0,36.0,0.0,0.027,1.649,5.2985,2.9736,2.9466,6.6907,4.3253,0.4404,0.0946,0.5001,0.0811,0.0405,0.3649,0.2298,0.1757,0.4055,188.0,74.0,28.0,0.0451,0.0,2.2857,6.5414,1.4586,4.3609,8.8872,2.3008,0.4907,0.2406,0.5714,0.0301,0.0301,0.3459,0.1053,0.6617,0.1654,1.0,0.0
2575,188.0,74.0,28.0,0.0451,0.0,2.2857,6.5414,1.4586,4.3609,8.8872,2.3008,0.4907,0.2406,0.5714,0.0301,0.0301,0.3459,0.1053,0.6617,0.1654,190.5,74.0,36.0,0.0,0.027,1.649,5.2985,2.9736,2.9466,6.6907,4.3253,0.4404,0.0946,0.5001,0.0811,0.0405,0.3649,0.2298,0.1757,0.4055,0.0,1.0
2576,177.8,71.0,34.0,0.016,0.0481,2.5354,10.3183,2.5836,4.1883,12.276,3.739,0.3412,0.1444,0.5135,0.0963,0.1123,0.1123,0.353,0.4975,0.2086,172.7,70.0,26.0,0.0,0.0,2.4416,7.8372,2.1552,4.3255,10.0377,3.376,0.4309,0.1507,0.422,0.0452,0.0904,0.2562,0.211,0.7385,0.211,0.0,1.0
2577,172.7,70.0,26.0,0.0,0.0,2.4416,7.8372,2.1552,4.3255,10.0377,3.376,0.4309,0.1507,0.422,0.0452,0.0904,0.2562,0.211,0.7385,0.211,177.8,71.0,34.0,0.016,0.0481,2.5354,10.3183,2.5836,4.1883,12.276,3.739,0.3412,0.1444,0.5135,0.0963,0.1123,0.1123,0.353,0.4975,0.2086,1.0,0.0
2578,193.0,82.0,36.0,0.0,0.02,3.7037,6.5065,1.3013,6.987,10.1301,6.0661,0.6897,0.2402,0.3403,0.1802,0.0,1.3213,0.1802,1.0811,0.5405,180.3,74.0,32.0,0.0969,0.0242,2.6392,5.908,3.0508,3.0024,6.2954,6.0048,0.4769,0.0,0.0,0.0242,0.0,0.0484,0.9927,0.1211,0.0969,1.0,0.0
